#NTIMES: 108
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] mg0 mg1 mg2 mg3 mg4 mg5 mg6 mg7 mg8
5.425290e+04 2.699711e-05 9.999730e-01 5.701790e-10 1.738614e-134 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.558886e+04 2.012440e-05 9.999799e-01 9.235384e-10 2.371247e-133 1.638033e-309 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.694142e+04 1.527941e-05 9.999847e-01 1.492147e-09 3.624106e-132 5.167706e-307 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.830411e+04 1.153341e-05 9.999885e-01 2.469620e-09 7.444004e-131 3.226800e-304 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.966620e+04 8.778203e-06 9.999912e-01 4.289555e-09 2.429843e-129 5.791804e-301 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.101550e+04 6.582235e-06 9.999934e-01 7.848050e-09 1.360751e-127 3.512635e-297 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.233719e+04 4.964888e-06 9.999950e-01 1.482449e-08 1.052626e-125 4.412259e-293 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.361286e+04 3.720365e-06 9.999963e-01 2.855440e-08 1.036726e-123 9.585272e-289 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.482466e+04 2.807563e-06 9.999971e-01 5.504716e-08 1.061511e-121 2.287060e-284 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.595016e+04 2.138488e-06 9.999978e-01 1.024438e-07 8.370653e-120 3.095716e-280 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.697182e+04 1.643408e-06 9.999982e-01 1.883717e-07 5.813943e-118 3.152449e-276 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.787199e+04 1.305029e-06 9.999984e-01 3.176095e-07 2.031443e-116 6.981121e-273 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.864160e+04 1.026314e-06 9.999984e-01 5.263150e-07 6.240592e-115 1.169171e-269 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.927720e+04 5.769218e-07 9.999977e-01 1.675820e-06 1.038459e-111 9.999977e-263 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.967325e+04 5.945933e-07 9.999978e-01 1.589186e-06 7.405389e-112 4.810800e-263 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.984350e+04 5.722209e-07 9.999977e-01 1.733329e-06 1.255553e-111 1.488885e-262 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.992880e+04 5.567403e-07 9.999976e-01 1.803367e-06 1.634828e-111 2.623589e-262 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.997149e+04 5.339067e-07 9.999975e-01 1.948271e-06 2.626430e-111 7.241361e-262 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999249e+04 2.725788e-07 9.999932e-01 6.491892e-06 3.314494e-108 2.862884e-255 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999962e+04 2.432184e-07 9.999919e-01 7.898241e-06 1.016941e-107 3.084721e-254 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 2.627428e+00 
#NVEL: 115
#vel_mid[km/s] mg0 mg1 mg2 mg3 mg4 mg5 mg6 mg7 mg8
4.386064e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.801961e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.922517e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.200313e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.688202e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.029396e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.092261e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.158981e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.229776e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.304896e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.384604e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.469181e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.558925e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.654150e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.755192e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.862406e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.976169e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.096881e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.224967e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.360877e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.505088e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.658109e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.820477e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.992763e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.175573e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.369550e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.575375e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.793773e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.025512e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.271406e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.532320e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.809172e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.102936e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.414644e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.745391e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.096342e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.468731e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.863867e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
7.283139e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
7.728022e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.200081e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.700974e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.232464e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.796417e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.039482e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.102978e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.170352e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.241868e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.316817e+04 1.963524e-14 8.358656e-07 9.999992e-01 6.808505e-12 3.556228e-32 5.896652e-62 0.000000e+00 0.000000e+00 0.000000e+00 
1.388905e+04 8.565756e-14 3.855248e-06 9.999961e-01 2.921041e-16 1.499994e-42 3.986827e-80 0.000000e+00 0.000000e+00 0.000000e+00 
1.450043e+04 4.889518e-13 1.883081e-05 9.999812e-01 2.720728e-20 4.259660e-52 8.181664e-97 0.000000e+00 0.000000e+00 0.000000e+00 
1.501511e+04 3.387240e-12 8.671335e-05 9.999133e-01 9.755252e-24 3.170457e-60 5.500878e-111 0.000000e+00 0.000000e+00 0.000000e+00 
1.546584e+04 3.093897e-11 4.331456e-04 9.995669e-01 4.224360e-27 3.819773e-68 9.245993e-125 0.000000e+00 0.000000e+00 0.000000e+00 
1.582815e+04 5.182777e-10 2.878695e-03 9.971213e-01 9.802209e-31 1.137958e-76 1.492865e-139 0.000000e+00 0.000000e+00 0.000000e+00 
1.609245e+04 8.247342e-09 1.891807e-02 9.810819e-01 8.872733e-35 3.533458e-86 4.260475e-156 0.000000e+00 0.000000e+00 0.000000e+00 
1.628237e+04 9.786534e-08 1.001642e-01 8.998357e-01 8.834153e-39 1.415435e-95 1.855501e-172 0.000000e+00 0.000000e+00 0.000000e+00 
1.642596e+04 7.222217e-07 3.594769e-01 6.405224e-01 7.941171e-43 5.980388e-105 1.006535e-188 0.000000e+00 0.000000e+00 0.000000e+00 
1.654240e+04 2.010377e-06 6.332167e-01 3.667813e-01 5.916943e-46 4.982689e-112 6.228361e-201 0.000000e+00 0.000000e+00 0.000000e+00 
1.664385e+04 3.739648e-06 8.162501e-01 1.837462e-01 9.241246e-49 2.790353e-118 1.172236e-211 0.000000e+00 0.000000e+00 0.000000e+00 
1.674015e+04 5.642136e-06 9.094232e-01 9.057113e-02 2.327381e-51 4.899750e-124 1.610978e-221 0.000000e+00 0.000000e+00 0.000000e+00 
1.683704e+04 8.900677e-06 9.679487e-01 3.204244e-02 6.823853e-55 8.158954e-132 8.047696e-235 0.000000e+00 0.000000e+00 0.000000e+00 
1.693972e+04 1.145264e-05 9.832331e-01 1.675547e-02 4.419025e-57 1.248375e-136 4.676802e-243 0.000000e+00 0.000000e+00 0.000000e+00 
1.705788e+04 1.481782e-05 9.899302e-01 1.005495e-02 1.677901e-58 1.092659e-139 3.144118e-248 0.000000e+00 0.000000e+00 0.000000e+00 
1.723487e+04 2.471212e-05 9.968415e-01 3.133783e-03 4.745443e-62 2.080235e-147 2.316015e-261 0.000000e+00 0.000000e+00 0.000000e+00 
1.759558e+04 3.088511e-05 9.989243e-01 1.044793e-03 2.512600e-66 5.708139e-157 7.695795e-278 0.000000e+00 0.000000e+00 0.000000e+00 
1.818065e+04 6.105640e-05 9.997540e-01 1.849545e-04 7.640977e-72 4.841666e-169 1.970944e-298 0.000000e+00 0.000000e+00 0.000000e+00 
1.888408e+04 1.447374e-04 9.998304e-01 2.485293e-05 6.570314e-78 3.085191e-182 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.963744e+04 1.838878e-04 9.998050e-01 1.110138e-05 8.567811e-81 1.239540e-188 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.043076e+04 5.430116e-04 9.994560e-01 9.424005e-07 3.128219e-88 8.341917e-205 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.124524e+04 6.114507e-04 9.993880e-01 5.677757e-07 3.853681e-90 4.675800e-209 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.205069e+04 6.961814e-04 9.993035e-01 3.307695e-07 3.464252e-92 1.262453e-213 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.284519e+04 4.002686e-04 9.995990e-01 7.078706e-07 1.012469e-90 1.162624e-210 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.364658e+04 2.458422e-03 9.975416e-01 1.542646e-08 1.024797e-101 2.038691e-234 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.445835e+04 5.417752e-04 9.994580e-01 2.164344e-07 3.894440e-95 1.723203e-220 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.527708e+04 3.052638e-04 9.996942e-01 4.927064e-07 1.740539e-93 3.980925e-217 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.612065e+04 1.295079e-03 9.987049e-01 2.079597e-08 8.965929e-103 2.976190e-237 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.705367e+04 8.217731e-04 9.991782e-01 3.140274e-08 1.360106e-102 3.792799e-237 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.822140e+04 1.397814e-04 9.998597e-01 5.322636e-07 4.462060e-96 1.571919e-223 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.975253e+04 2.745241e-04 9.997254e-01 3.454429e-08 2.447840e-106 2.184755e-246 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.155178e+04 7.058506e-04 9.992941e-01 9.548811e-10 1.425977e-119 7.978491e-276 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.347929e+04 1.289760e-04 9.998710e-01 1.326610e-08 9.753042e-114 1.046548e-263 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.543911e+04 4.595186e-02 9.540481e-01 1.317287e-14 9.277899e-156 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.730307e+04 3.475760e-01 6.524240e-01 2.218570e-17 5.924404e-175 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.899822e+04 2.751196e-01 7.248804e-01 3.887560e-17 4.545455e-174 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.050110e+04 5.783738e-02 9.421626e-01 2.112322e-15 2.095557e-163 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.184592e+04 3.879850e-02 9.612015e-01 3.579474e-15 1.356696e-162 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.308864e+04 2.934330e-03 9.970657e-01 5.004284e-13 1.459583e-149 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.428714e+04 2.682927e-01 7.317073e-01 9.523810e-18 8.130081e-181 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.548226e+04 2.738380e-04 9.997262e-01 2.651448e-11 4.737833e-140 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.668639e+04 8.740855e-02 9.125915e-01 1.164164e-16 3.593890e-175 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.790207e+04 4.732217e-03 9.952678e-01 4.412980e-14 3.849621e-159 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.913111e+04 9.716577e-04 9.990283e-01 7.034254e-13 3.065512e-152 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.037838e+04 6.785254e-05 9.999321e-01 1.345147e-10 9.562843e-138 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.164686e+04 4.614730e-05 9.999539e-01 2.465403e-10 2.310238e-136 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.293843e+04 3.299891e-05 9.999670e-01 4.249860e-10 4.183195e-135 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.425290e+04 2.433676e-05 9.999757e-01 6.975734e-10 5.999854e-134 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.558886e+04 1.826054e-05 9.999817e-01 1.126936e-09 8.434629e-133 2.486911e-308 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.694142e+04 1.386514e-05 9.999861e-01 1.817930e-09 1.311703e-131 8.304124e-306 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.830411e+04 1.049989e-05 9.999895e-01 3.057111e-09 3.060682e-130 6.892785e-303 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.966620e+04 7.889385e-06 9.999921e-01 5.326591e-09 1.125619e-128 1.628128e-299 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.101550e+04 5.943227e-06 9.999940e-01 9.999940e-09 7.517686e-127 1.453892e-295 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.233719e+04 4.436873e-06 9.999955e-01 1.893195e-08 6.232982e-125 2.135913e-291 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.361286e+04 3.333322e-06 9.999966e-01 3.716919e-08 6.746009e-123 5.701039e-287 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.482466e+04 2.499994e-06 9.999974e-01 7.235897e-08 7.411953e-121 1.580982e-282 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.595016e+04 1.899996e-06 9.999980e-01 1.363634e-07 6.249987e-119 2.477268e-278 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.697182e+04 1.440920e-06 9.999983e-01 2.533137e-07 4.524488e-117 2.688756e-274 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.787199e+04 1.129369e-06 9.999984e-01 4.300693e-07 1.671326e-115 6.748241e-271 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.864160e+04 8.781498e-07 9.999984e-01 7.310913e-07 5.420159e-114 1.235292e-267 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.927720e+04 4.760722e-07 9.999971e-01 2.429441e-06 1.006132e-110 1.276070e-260 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.967325e+04 4.903601e-07 9.999972e-01 2.289150e-06 7.108414e-111 6.084320e-261 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.984350e+04 4.666653e-07 9.999970e-01 2.499993e-06 1.228391e-110 1.962957e-260 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.992880e+04 4.556236e-07 9.999969e-01 2.606242e-06 1.568745e-110 3.312490e-260 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.997149e+04 4.371781e-07 9.999967e-01 2.826914e-06 2.512812e-110 8.974330e-260 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999249e+04 2.135113e-07 9.999898e-01 9.999898e-06 3.738701e-107 4.792744e-253 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999962e+04 1.895214e-07 9.999875e-01 1.228556e-05 1.161890e-106 5.247554e-252 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 2.724717e+00 
#NVEL: 115
#vel_mid[km/s] mg0 mg1 mg2 mg3 mg4 mg5 mg6 mg7 mg8
4.386064e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.801961e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.922517e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.200313e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.688202e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.029396e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.092261e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.158981e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.229776e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.304896e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.384604e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.469181e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.558925e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.654150e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.755192e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.862406e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.976169e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.096881e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.224967e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.360877e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.505088e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.658109e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.820477e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.992763e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
