#NTIMES: 108
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6 al7 al8
1.450043e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.501511e+04 2.300448e-11 6.480957e-04 9.703920e-01 2.895995e-02 4.133800e-42 4.682637e-97 0.000000e+00 0.000000e+00 0.000000e+00 
1.546584e+04 2.675786e-10 4.194614e-03 9.938635e-01 1.941856e-03 5.504475e-48 6.218018e-109 0.000000e+00 0.000000e+00 0.000000e+00 
1.582815e+04 5.501712e-09 3.651791e-02 9.634002e-01 8.192505e-05 1.489546e-54 4.228390e-122 0.000000e+00 0.000000e+00 0.000000e+00 
1.609245e+04 7.637249e-08 2.412639e-01 7.587332e-01 2.828611e-06 1.913472e-61 6.372694e-136 0.000000e+00 0.000000e+00 0.000000e+00 
1.628237e+04 4.188625e-07 6.990288e-01 3.009707e-01 5.686544e-08 1.622745e-68 7.198332e-150 0.000000e+00 0.000000e+00 0.000000e+00 
1.642596e+04 8.594063e-07 9.236227e-01 7.637649e-02 1.139499e-09 5.683832e-75 1.967480e-162 0.000000e+00 0.000000e+00 0.000000e+00 
1.654240e+04 1.402498e-06 9.843354e-01 1.566315e-02 1.839342e-11 1.346456e-81 2.888342e-175 0.000000e+00 0.000000e+00 0.000000e+00 
1.664385e+04 1.732201e-06 9.934248e-01 6.573481e-03 1.909863e-12 2.798171e-85 2.028304e-182 0.000000e+00 0.000000e+00 0.000000e+00 
1.674015e+04 2.205414e-06 9.976874e-01 2.310434e-03 1.285741e-13 1.146215e-89 6.091144e-191 0.000000e+00 0.000000e+00 0.000000e+00 
1.683704e+04 2.793676e-06 9.992197e-01 7.774994e-04 7.701087e-15 2.808458e-94 6.533360e-200 0.000000e+00 0.000000e+00 0.000000e+00 
1.693972e+04 3.337148e-06 9.997061e-01 2.905621e-04 5.926315e-16 1.495963e-98 2.934389e-208 0.000000e+00 0.000000e+00 0.000000e+00 
1.705788e+04 4.617756e-06 9.999171e-01 7.827513e-05 2.040404e-17 5.763245e-104 9.414494e-219 0.000000e+00 0.000000e+00 0.000000e+00 
1.723487e+04 6.203351e-06 9.999759e-01 1.794267e-05 4.474728e-19 2.789867e-110 4.606016e-231 0.000000e+00 0.000000e+00 0.000000e+00 
1.759558e+04 4.797228e-06 9.999855e-01 9.729588e-06 6.824225e-20 2.415505e-114 2.280372e-239 0.000000e+00 0.000000e+00 0.000000e+00 
1.818065e+04 7.069615e-06 9.999920e-01 9.672053e-07 1.592200e-22 1.469250e-124 2.315555e-259 0.000000e+00 0.000000e+00 0.000000e+00 
1.888408e+04 9.448185e-06 9.999904e-01 1.921821e-07 2.344805e-24 1.312631e-131 3.885020e-273 0.000000e+00 0.000000e+00 0.000000e+00 
1.963744e+04 1.153833e-05 9.999884e-01 4.917525e-08 6.455969e-26 9.807579e-138 3.708748e-285 0.000000e+00 0.000000e+00 0.000000e+00 
2.043076e+04 1.778880e-05 9.999822e-01 6.156353e-09 2.925118e-28 1.261882e-146 1.772077e-302 0.000000e+00 0.000000e+00 0.000000e+00 
2.124524e+04 1.764675e-05 9.999823e-01 3.450919e-09 5.960679e-29 1.486248e-149 2.607797e-308 0.000000e+00 0.000000e+00 0.000000e+00 
2.205069e+04 2.543205e-05 9.999746e-01 5.672933e-10 5.480630e-31 2.663394e-157 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.284519e+04 1.273276e-05 9.999873e-01 2.521707e-09 1.962708e-29 2.198730e-152 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.364658e+04 1.682899e-05 9.999832e-01 5.260074e-10 3.251978e-31 2.951170e-159 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.445835e+04 4.978655e-05 9.999502e-01 9.408814e-12 1.160280e-35 1.719324e-175 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.527708e+04 2.475463e-05 9.999752e-01 4.167729e-11 4.111786e-34 1.387378e-170 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.612065e+04 4.248831e-05 9.999575e-01 3.655971e-12 7.628134e-37 7.351466e-181 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.705367e+04 1.832764e-05 9.999817e-01 1.874564e-11 3.633374e-35 9.292434e-176 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.822140e+04 9.846057e-06 9.999902e-01 3.338429e-11 1.123066e-34 3.761501e-175 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.975253e+04 6.099254e-06 9.999939e-01 2.414879e-11 3.209200e-35 1.365240e-178 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.155178e+04 1.380416e-05 9.999862e-01 1.081507e-14 3.695601e-44 1.847801e-214 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.347929e+04 7.605927e-06 9.999924e-01 2.451353e-15 4.014932e-46 3.590995e-224 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.543911e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.730307e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.899822e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.050110e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.184592e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.308864e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.428714e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.548226e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.668639e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.790207e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.913111e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.037838e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.164686e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.293843e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.425290e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.558886e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.694142e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.830411e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.966620e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.101550e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.233719e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.361286e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.482466e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.595016e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.697182e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.787199e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.864160e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.927720e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.967325e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.984350e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.992880e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.997149e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999249e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.999962e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 2.930235e+00 
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6 al7 al8
4.386064e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.801961e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.922517e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.200313e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.688202e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.029396e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.092261e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.158981e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.229776e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.304896e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.384604e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.469181e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.558925e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.654150e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.755192e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.862406e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.976169e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.096881e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.224967e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.360877e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.505088e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.658109e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.820477e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.992763e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.175573e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.369550e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.575375e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.793773e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.025512e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.271406e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.532320e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.809172e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.102936e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.414644e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.745391e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.096342e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.468731e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.863867e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
7.283139e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
7.728022e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.200081e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.700974e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.232464e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
9.796417e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.039482e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.102978e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.170352e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.241868e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.316817e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.388905e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.450043e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.501511e+04 1.693560e-11 5.393336e-04 9.640262e-01 3.543448e-02 8.611099e-42 1.862915e-96 0.000000e+00 0.000000e+00 0.000000e+00 
1.546584e+04 1.976812e-10 3.510546e-03 9.940866e-01 2.402849e-03 1.170182e-47 2.573264e-108 0.000000e+00 0.000000e+00 0.000000e+00 
1.582815e+04 4.420814e-09 3.268723e-02 9.672206e-01 9.216728e-05 1.931762e-54 6.349897e-122 0.000000e+00 0.000000e+00 0.000000e+00 
1.609245e+04 5.528735e-08 2.022255e-01 7.977704e-01 3.988852e-06 6.456375e-61 6.345058e-135 0.000000e+00 0.000000e+00 0.000000e+00 
1.628237e+04 2.972135e-07 6.052629e-01 3.947367e-01 1.331269e-07 3.111454e-67 1.965943e-147 0.000000e+00 0.000000e+00 0.000000e+00 
1.642596e+04 5.977429e-07 8.569681e-01 1.430313e-01 5.855440e-09 1.463860e-72 7.395543e-158 0.000000e+00 0.000000e+00 0.000000e+00 
1.654240e+04 9.416096e-07 9.592548e-01 4.074427e-02 1.973049e-10 4.154632e-78 1.227140e-168 0.000000e+00 0.000000e+00 0.000000e+00 
1.664385e+04 1.276510e-06 9.862441e-01 1.375464e-02 1.180854e-11 1.236928e-82 2.078039e-177 0.000000e+00 0.000000e+00 0.000000e+00 
1.674015e+04 1.656752e-06 9.950566e-01 4.941779e-03 8.426152e-13 6.901739e-87 1.182677e-185 0.000000e+00 0.000000e+00 0.000000e+00 
1.683704e+04 2.041988e-06 9.979395e-01 2.058456e-03 8.843127e-14 1.571014e-90 1.007820e-192 0.000000e+00 0.000000e+00 0.000000e+00 
1.693972e+04 2.614624e-06 9.993317e-01 6.656864e-04 4.812191e-15 2.726908e-95 5.582142e-202 0.000000e+00 0.000000e+00 0.000000e+00 
1.705788e+04 3.687754e-06 9.998206e-01 1.757341e-04 1.584270e-16 9.652063e-101 1.557643e-212 0.000000e+00 0.000000e+00 0.000000e+00 
1.723487e+04 4.560713e-06 9.999424e-01 5.304572e-05 6.938625e-18 5.633822e-106 9.243370e-223 0.000000e+00 0.000000e+00 0.000000e+00 
1.759558e+04 3.766388e-06 9.999761e-01 2.015018e-05 4.218355e-19 1.440644e-111 4.764481e-234 0.000000e+00 0.000000e+00 0.000000e+00 
1.818065e+04 3.995396e-06 9.999906e-01 5.433739e-06 1.196336e-20 5.730540e-118 9.840090e-247 0.000000e+00 0.000000e+00 0.000000e+00 
1.888408e+04 6.128164e-06 9.999933e-01 5.948678e-07 3.794846e-23 1.597425e-127 2.235882e-265 0.000000e+00 0.000000e+00 0.000000e+00 
1.963744e+04 8.226231e-06 9.999917e-01 1.119257e-07 4.801183e-25 7.492292e-135 1.039747e-279 0.000000e+00 0.000000e+00 0.000000e+00 
2.043076e+04 9.128704e-06 9.999908e-01 3.863601e-08 2.780278e-26 7.727202e-140 1.534077e-289 0.000000e+00 0.000000e+00 0.000000e+00 
2.124524e+04 1.258756e-05 9.999874e-01 7.982356e-09 4.605205e-28 1.320159e-146 9.868297e-303 0.000000e+00 0.000000e+00 0.000000e+00 
2.205069e+04 8.440789e-06 9.999915e-01 1.451601e-08 1.768802e-27 4.354802e-145 4.704261e-300 0.000000e+00 0.000000e+00 0.000000e+00 
2.284519e+04 1.255157e-05 9.999874e-01 2.068940e-09 1.137917e-29 2.117215e-153 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.364658e+04 1.621595e-05 9.999838e-01 4.639564e-10 2.261225e-31 5.468380e-160 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.445835e+04 9.917549e-06 9.999901e-01 1.199988e-09 2.105861e-30 4.576425e-157 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.527708e+04 1.182513e-05 9.999882e-01 3.603702e-10 8.829849e-32 1.762850e-162 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.612065e+04 8.634287e-06 9.999914e-01 5.220219e-10 1.953728e-31 9.184943e-162 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.705367e+04 1.021495e-05 9.999898e-01 1.154110e-10 3.458746e-33 8.817114e-169 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.822140e+04 1.405153e-05 9.999859e-01 6.525770e-12 1.629287e-36 4.258561e-182 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.975253e+04 2.150151e-05 9.999785e-01 7.628294e-14 1.110648e-41 6.165875e-203 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.155178e+04 9.545363e-06 9.999905e-01 3.424210e-14 6.727209e-43 5.272677e-210 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.347929e+04 9.526372e-06 9.999905e-01 7.604384e-16 1.905274e-47 3.036183e-229 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.543911e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.730307e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.899822e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.050110e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.184592e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.308864e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.428714e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.548226e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.668639e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.790207e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.913111e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.037838e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.164686e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.293843e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
