#NTIMES: 99
#NSTAGES: 8
#TIMES[d]:    2.0   3.0   4.0   5.0   6.0   7.0   8.0   9.0  10.0  11.0  12.0  13.0  14.0  15.0  16.0  17.0  18.0  19.0  20.0  21.0  22.0  23.0  24.0  25.0  26.0  27.0  28.0  29.0  30.0  31.0  32.0  33.0  34.0  35.0  36.0  37.0  38.0  39.0  40.0  41.0  42.0  43.0  44.0  45.0  46.0  47.0  48.0  49.0  50.0  51.0  52.0  53.0  54.0  55.0  56.0  57.0  58.0  59.0  60.0  61.0  62.0  63.0  64.0  65.0  66.0  67.0  68.0  69.0  70.0  71.0  72.0  73.0  74.0  75.0  76.0  77.0  78.0  79.0  80.0  81.0  82.0  83.0  84.0  85.0  86.0  87.0  88.0  89.0  90.0  91.0  92.0  93.0  94.0  95.0  96.0  97.0  98.0  99.0 100.0
#
#TIME: 2.0
#NVEL: 100
#vel_mid[km/s]    ca0          ca1          ca2          ca3          ca4          ca5          ca6          ca7
   3.0000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.2000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.4000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.6000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.8000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.0000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.2000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.4000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.6000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.8000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   5.0000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   5.2500E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   5.5000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   5.7500E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   6.0000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   6.2500E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   6.5000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   6.7500E+03   2.2869E-38   4.5448E-29   2.6005E-21   3.8215E-14   2.1106E-08   3.7150E-04   1.1920E-01   8.8042E-01
   7.0000E+03   1.0341E-37   2.0802E-28   1.1478E-20   1.5105E-13   6.7020E-08   8.5686E-04   1.8240E-01   8.1674E-01
   7.2500E+03   6.4768E-37   1.3021E-27   6.8312E-20   7.7354E-13   2.6027E-07   2.2459E-03   2.8990E-01   7.0785E-01
   7.5000E+03   5.4642E-36   1.0820E-26   5.3265E-19   4.9573E-12   1.1871E-06   6.3878E-03   4.5394E-01   5.3967E-01
   8.0000E+03   8.9086E-34   1.5966E-24   6.5790E-17   3.4401E-10   3.2997E-05   5.2022E-02   7.9672E-01   1.5123E-01
   8.5000E+03   3.7562E-31   5.5813E-22   1.8505E-14   4.0789E-08   1.1014E-03   3.3276E-01   6.5525E-01   1.0892E-02
   9.0000E+03   2.2139E-28   2.5756E-19   6.9557E-12   4.6733E-06   2.3951E-02   8.5660E-01   1.1936E-01   8.6381E-05
   9.5000E+03   2.3350E-25   1.9497E-16   4.2284E-09   5.5440E-04   3.1323E-01   6.8325E-01   2.9655E-03   3.5950E-08
   1.0000E+04   2.2196E-22   1.2326E-13   2.0947E-06   3.0307E-02   9.1941E-01   5.0281E-02   2.2406E-06   1.2426E-13
   1.0500E+04   2.5085E-19   8.2901E-11   9.8412E-04   6.5317E-01   3.4573E-01   1.1843E-04   9.5464E-12   3.1478E-22
   1.1000E+04   1.2829E-16   2.1672E-08   1.3273E-01   8.6616E-01   1.1104E-03   2.0931E-10   1.4012E-21   7.1820E-37
   1.1500E+04   7.1780E-15   5.9007E-07   9.9689E-01   3.1087E-03   1.9814E-10   1.4560E-22   1.2052E-40   4.2690E-64
   1.2000E+04   1.9776E-12   3.6744E-05   9.9996E-01   2.9171E-11   8.2070E-29   5.0353E-54   6.7462E-89   1.0000E-99
   1.2500E+04   1.1869E-03   9.9880E-01   1.0838E-05   5.1789E-59   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.3000E+04   1.1677E-03   9.9882E-01   9.4734E-06   1.4132E-59   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.3500E+04   1.1509E-03   9.9884E-01   8.2437E-06   3.7510E-60   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.4000E+04   1.1363E-03   9.9886E-01   7.1409E-06   9.6775E-61   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.4500E+04   1.1239E-03   9.9887E-01   6.1564E-06   2.4250E-61   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.5000E+04   1.1136E-03   9.9888E-01   5.2824E-06   5.8976E-62   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.5500E+04   1.1055E-03   9.9889E-01   4.5100E-06   1.3908E-62   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.6000E+04   1.0995E-03   9.9890E-01   3.8311E-06   3.1779E-63   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.6500E+04   1.0956E-03   9.9890E-01   3.2376E-06   7.0292E-64   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.7000E+04   1.0940E-03   9.9890E-01   2.7213E-06   1.5036E-64   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.7500E+04   1.0946E-03   9.9890E-01   2.2748E-06   3.1073E-65   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.8000E+04   1.0975E-03   9.9890E-01   1.8908E-06   6.1973E-66   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.8500E+04   1.1029E-03   9.9890E-01   1.5623E-06   1.1916E-66   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.9000E+04   1.1108E-03   9.9889E-01   1.2831E-06   2.2061E-67   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.9500E+04   1.1216E-03   9.9888E-01   1.0471E-06   3.9279E-68   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.0000E+04   1.1353E-03   9.9886E-01   8.4893E-07   6.7168E-69   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.0500E+04   1.1523E-03   9.9885E-01   6.8355E-07   1.1016E-69   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.1000E+04   1.1730E-03   9.9883E-01   5.4645E-07   1.7301E-70   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.1500E+04   1.1977E-03   9.9880E-01   4.3356E-07   2.5976E-71   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.2000E+04   1.2271E-03   9.9877E-01   3.4128E-07   3.7223E-72   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.2500E+04   1.2618E-03   9.9874E-01   2.6641E-07   5.0809E-73   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.3000E+04   1.3025E-03   9.9870E-01   2.0613E-07   6.5933E-74   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.3500E+04   1.3505E-03   9.9865E-01   1.5800E-07   8.1159E-75   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.4000E+04   1.4070E-03   9.9859E-01   1.1990E-07   9.4532E-76   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.4500E+04   1.4735E-03   9.9853E-01   9.0019E-08   1.0393E-76   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.5000E+04   1.5524E-03   9.9845E-01   6.6816E-08   1.0756E-77   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.5500E+04   1.6460E-03   9.9835E-01   4.8988E-08   1.0446E-78   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.6000E+04   1.7581E-03   9.9824E-01   3.5444E-08   9.4886E-80   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.6500E+04   1.8928E-03   9.9811E-01   2.5282E-08   8.0349E-81   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.7000E+04   2.0560E-03   9.9794E-01   1.7760E-08   6.3193E-82   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.7500E+04   2.2549E-03   9.9775E-01   1.2272E-08   4.5986E-83   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.8000E+04   2.4994E-03   9.9750E-01   8.3332E-09   3.0842E-84   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.8500E+04   2.8021E-03   9.9720E-01   5.5539E-09   1.8990E-85   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.9000E+04   3.1795E-03   9.9682E-01   3.6296E-09   1.0693E-86   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.9500E+04   3.6537E-03   9.9635E-01   2.3238E-09   5.4859E-88   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.0000E+04   4.2536E-03   9.9575E-01   1.4565E-09   2.5554E-89   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.0500E+04   5.0178E-03   9.9498E-01   8.9313E-10   1.0773E-90   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.1000E+04   5.9979E-03   9.9400E-01   5.3561E-10   4.0971E-92   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.1500E+04   7.2635E-03   9.9274E-01   3.1402E-10   1.4017E-93   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.2000E+04   8.9091E-03   9.9109E-01   1.7993E-10   4.3006E-95   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.2500E+04   1.1064E-02   9.8894E-01   1.0074E-10   1.1798E-96   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.3000E+04   1.3904E-02   9.8610E-01   5.5089E-11   2.8840E-98   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.3500E+04   1.7674E-02   9.8233E-01   2.9412E-11   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.4000E+04   2.2711E-02   9.7729E-01   1.5323E-11   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.4500E+04   2.9477E-02   9.7052E-01   7.7844E-12   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.5000E+04   3.8600E-02   9.6140E-01   3.8531E-12   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.5500E+04   5.0921E-02   9.4908E-01   1.8565E-12   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.6000E+04   6.7528E-02   9.3247E-01   8.6983E-13   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.6500E+04   8.9763E-02   9.1024E-01   3.9581E-13   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.7000E+04   1.1915E-01   8.8085E-01   1.7471E-13   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.7500E+04   1.5720E-01   8.4280E-01   7.4695E-14   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.8000E+04   2.0509E-01   7.9491E-01   3.0887E-14   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.8500E+04   2.6318E-01   7.3682E-01   1.2332E-14   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.9000E+04   3.3066E-01   6.6934E-01   4.7456E-15   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.9500E+04   4.0538E-01   5.9462E-01   1.7569E-15   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.0000E+04   4.8413E-01   5.1587E-01   6.2447E-16   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
#TIME: 3.0
#NVEL: 100
#vel_mid[km/s]    ca0          ca1          ca2          ca3          ca4          ca5          ca6          ca7
   2.0000E+02   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.0000E+02   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   6.0000E+02   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   8.0000E+02   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.0000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.2000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.4000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.6000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.8000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.0000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.2000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.4000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.6000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.8000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.0000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.2000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.4000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.6000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.8000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.0000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.2000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.4000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.6000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.8000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   5.0000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   5.2500E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   5.5000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   5.7500E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   6.0000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   6.2500E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   6.5000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   6.7500E+03   6.8717E-34   2.4047E-24   1.8807E-16   1.1873E-09   1.0216E-04   1.0863E-01   8.3238E-01   5.8889E-02
   7.0000E+03   3.1563E-33   1.0975E-23   8.5146E-16   4.3345E-09   2.6743E-04   1.8190E-01   7.8968E-01   2.8149E-02
   7.2500E+03   1.6512E-32   5.6387E-23   4.3125E-15   1.7078E-08   7.2338E-04   2.9868E-01   6.8910E-01   1.1490E-02
   7.5000E+03   9.5318E-32   3.1658E-22   2.3779E-14   7.0542E-08   1.9586E-03   4.6386E-01   5.3037E-01   3.8111E-03
   8.0000E+03   3.9260E-30   1.1898E-20   8.4789E-13   1.2383E-06   1.2594E-02   8.0834E-01   1.7888E-01   1.8088E-04
   8.5000E+03   2.6571E-28   6.8210E-19   4.3974E-11   2.5242E-05   7.1762E-02   9.0216E-01   2.6045E-02   2.3501E-06
   9.0000E+03   3.1352E-26   6.4934E-17   3.7015E-09   6.4869E-04   3.7496E-01   6.2295E-01   1.4379E-03   6.5317E-09
   9.5000E+03   3.6686E-24   5.8961E-15   2.9160E-07   1.1303E-02   8.7490E-01   1.1379E-01   1.0865E-05   1.1455E-12
   1.0000E+04   5.1756E-22   6.1599E-13   2.5256E-05   1.4227E-01   8.5332E-01   4.3814E-03   7.3064E-09   6.5116E-18
   1.0500E+04   5.5927E-20   4.7162E-11   1.4755E-03   7.8795E-01   2.1055E-01   2.1430E-05   2.6104E-13   7.0952E-25
   1.1000E+04   3.3257E-18   1.8708E-09   3.8341E-02   9.5709E-01   4.5656E-03   2.9715E-09   6.3417E-20   9.9123E-35
   1.1500E+04   1.3248E-16   5.4244E-08   6.5869E-01   3.4130E-01   9.5365E-06   9.4207E-15   5.3287E-29   5.0876E-48
   1.2000E+04   5.3472E-16   1.6407E-07   9.9281E-01   7.1864E-03   7.0326E-10   5.5675E-22   3.5600E-40   7.6885E-64
   1.2500E+04   1.4608E-15   3.5503E-07   9.9990E-01   9.7439E-05   3.0729E-14   1.7125E-29   9.9927E-52   3.8829E-80
   1.3000E+04   2.7226E-15   6.2477E-07   1.0000E+00   2.7639E-06   7.4198E-18   9.8381E-36   2.3664E-61   9.5363E-94
   1.3500E+04   5.4315E-15   1.1440E-06   1.0000E+00   8.1428E-08   1.9858E-21   6.8931E-42   7.6601E-71   1.0000E-99
   1.4000E+04   1.3083E-14   2.3178E-06   1.0000E+00   2.1124E-09   4.0749E-25   3.1979E-48   1.3766E-80   1.0000E-99
   1.4500E+04   3.4202E-14   4.9424E-06   1.0000E+00   4.6358E-11   5.6978E-29   7.7454E-55   9.0916E-91   1.0000E-99
   1.5000E+04   9.0933E-14   1.0720E-05   9.9999E-01   8.7268E-13   5.5237E-33   9.8772E-62   1.0000E-99   1.0000E-99
   1.5500E+04   2.3221E-13   2.2737E-05   9.9998E-01   1.6146E-14   5.0658E-37   1.1208E-68   1.0000E-99   1.0000E-99
   1.6000E+04   6.3425E-13   4.9571E-05   9.9995E-01   2.8930E-16   4.3515E-41   1.1509E-75   1.0000E-99   1.0000E-99
   1.6500E+04   1.8798E-12   1.1234E-04   9.9989E-01   4.7287E-18   3.0383E-45   8.3480E-83   1.0000E-99   1.0000E-99
   1.7000E+04   5.4187E-12   2.4961E-04   9.9975E-01   7.8118E-20   2.1468E-49   6.0652E-90   1.0000E-99   1.0000E-99
   1.7500E+04   1.3836E-11   5.1485E-04   9.9949E-01   1.5391E-21   2.2380E-53   8.3426E-97   1.0000E-99   1.0000E-99
   1.8000E+04   3.2194E-11   9.9593E-04   9.9900E-01   3.8266E-23   3.9792E-57   1.0000E-99   1.0000E-99   1.0000E-99
   1.8500E+04   7.5334E-11   1.9053E-03   9.9809E-01   1.1008E-24   1.0032E-60   1.0000E-99   1.0000E-99   1.0000E-99
   1.9000E+04   1.8638E-10   3.7200E-03   9.9628E-01   3.2867E-26   2.7966E-64   1.0000E-99   1.0000E-99   1.0000E-99
   1.9500E+04   4.8609E-10   7.4346E-03   9.9257E-01   9.5694E-28   7.4366E-68   1.0000E-99   1.0000E-99   1.0000E-99
   2.0000E+04   1.3590E-09   1.5436E-02   9.8456E-01   2.4187E-29   1.4472E-71   1.0000E-99   1.0000E-99   1.0000E-99
   2.0500E+04   4.1744E-09   3.3854E-02   9.6615E-01   4.6579E-31   1.5177E-75   1.0000E-99   1.0000E-99   1.0000E-99
   2.1000E+04   1.3259E-08   7.5102E-02   9.2490E-01   7.5446E-33   1.1020E-79   1.0000E-99   1.0000E-99   1.0000E-99
   2.1500E+04   4.1804E-08   1.6254E-01   8.3746E-01   1.0062E-34   5.4667E-84   1.0000E-99   1.0000E-99   1.0000E-99
   2.2000E+04   1.2526E-07   3.2678E-01   6.7322E-01   9.7047E-37   1.5066E-88   1.0000E-99   1.0000E-99   1.0000E-99
   2.2500E+04   3.4499E-07   5.7362E-01   4.2638E-01   4.6568E-39   1.1305E-93   1.0000E-99   1.0000E-99   1.0000E-99
   2.3000E+04   8.0978E-07   8.0811E-01   1.9189E-01   9.1648E-42   1.6772E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.3500E+04   1.5171E-06   9.2781E-01   7.2191E-02   1.5696E-44   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.4000E+04   2.4114E-06   9.7200E-01   2.7999E-02   4.3609E-47   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.4500E+04   3.5177E-06   9.8832E-01   1.1673E-02   1.9901E-49   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.5000E+04   5.2216E-06   9.9540E-01   4.5981E-03   7.1331E-52   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.5500E+04   7.7789E-06   9.9818E-01   1.8082E-03   2.7378E-54   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.6000E+04   1.1181E-05   9.9922E-01   7.7010E-04   1.7124E-56   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.6500E+04   1.5696E-05   9.9964E-01   3.4475E-04   1.4294E-58   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.7000E+04   2.1490E-05   9.9982E-01   1.6186E-04   1.5406E-60   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.7500E+04   2.9061E-05   9.9989E-01   7.7477E-05   1.8139E-62   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.8000E+04   3.8058E-05   9.9992E-01   3.9168E-05   2.7815E-64   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.8500E+04   4.8747E-05   9.9993E-01   2.0479E-05   4.9459E-66   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
