#NTIMES: 99
#NSTAGES: 7
#TIMES[d]:    2.0   3.0   4.0   5.0   6.0   7.0   8.0   9.0  10.0  11.0  12.0  13.0  14.0  15.0  16.0  17.0  18.0  19.0  20.0  21.0  22.0  23.0  24.0  25.0  26.0  27.0  28.0  29.0  30.0  31.0  32.0  33.0  34.0  35.0  36.0  37.0  38.0  39.0  40.0  41.0  42.0  43.0  44.0  45.0  46.0  47.0  48.0  49.0  50.0  51.0  52.0  53.0  54.0  55.0  56.0  57.0  58.0  59.0  60.0  61.0  62.0  63.0  64.0  65.0  66.0  67.0  68.0  69.0  70.0  71.0  72.0  73.0  74.0  75.0  76.0  77.0  78.0  79.0  80.0  81.0  82.0  83.0  84.0  85.0  86.0  87.0  88.0  89.0  90.0  91.0  92.0  93.0  94.0  95.0  96.0  97.0  98.0  99.0 100.0
#
#TIME: 2.0
#NVEL: 100
#vel_mid[km/s]    si0          si1          si2          si3          si4          si5          si6
   2.2000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.4000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.6000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.8000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.0000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.2000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.4000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.6000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.8000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.0000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.2000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.4000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.6000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.8000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   5.0000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   5.2500E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   5.5000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   5.7500E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   6.0000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   6.2500E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   6.5000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   6.7500E+03   1.2107E-31   4.7543E-23   1.2901E-14   3.2564E-07   8.8763E-01   1.1236E-01   8.0495E-06
   7.0000E+03   1.5526E-31   6.0791E-23   1.5790E-14   3.8086E-07   9.3887E-01   6.1123E-02   1.9057E-06
   7.2500E+03   2.1432E-31   8.2439E-23   2.0073E-14   4.5213E-07   9.7163E-01   2.8373E-02   3.2578E-07
   7.5000E+03   3.2353E-31   1.2024E-22   2.6842E-14   5.5010E-07   9.8881E-01   1.1187E-02   3.9582E-08
   8.0000E+03   1.1142E-30   3.5880E-22   6.1536E-14   9.3518E-07   9.9898E-01   1.0212E-03   1.8594E-10
   8.5000E+03   7.0191E-30   1.7836E-21   2.1023E-13   2.0113E-06   9.9996E-01   4.2405E-05   1.5484E-13
   9.0000E+03   7.8142E-29   1.4791E-20   1.1107E-12   5.6235E-06   9.9999E-01   6.9284E-07   1.6314E-17
   9.5000E+03   1.9870E-27   2.5958E-19   1.1128E-11   2.2773E-05   9.9998E-01   3.2029E-09   1.0532E-22
   1.0000E+04   1.4232E-25   1.2269E-17   2.6250E-10   1.5087E-04   9.9985E-01   2.5484E-12   1.3899E-29
   1.0500E+04   5.4790E-23   2.9864E-15   2.4224E-08   2.1792E-03   9.9782E-01   1.3059E-16   4.3280E-39
   1.1000E+04   3.9074E-19   1.2858E-11   2.2516E-05   1.1224E-01   8.8774E-01   4.9730E-23   3.0030E-53
   1.1500E+04   1.0752E-14   2.0594E-07   2.7277E-02   9.6375E-01   8.9734E-03   1.2074E-35   5.4525E-79
   1.2000E+04   2.5359E-09   4.8075E-03   9.9499E-01   2.0166E-04   2.4712E-13   7.7542E-72   1.0000E-99
   1.2500E+04   5.8796E-01   4.1204E-01   3.6609E-12   7.7712E-44   7.8243E-91   1.0000E-99   1.0000E-99
   1.3000E+04   5.9695E-01   4.0305E-01   2.7801E-12   2.9168E-44   1.0686E-91   1.0000E-99   1.0000E-99
   1.3500E+04   6.0652E-01   3.9348E-01   2.0932E-12   1.0695E-44   1.3969E-92   1.0000E-99   1.0000E-99
   1.4000E+04   6.1664E-01   3.8336E-01   1.5623E-12   3.8287E-45   1.7458E-93   1.0000E-99   1.0000E-99
   1.4500E+04   6.2731E-01   3.7269E-01   1.1555E-12   1.3371E-45   2.0833E-94   1.0000E-99   1.0000E-99
   1.5000E+04   6.3852E-01   3.6148E-01   8.4663E-13   4.5528E-46   2.3709E-95   1.0000E-99   1.0000E-99
   1.5500E+04   6.5024E-01   3.4976E-01   6.1432E-13   1.5101E-46   2.5693E-96   1.0000E-99   1.0000E-99
   1.6000E+04   6.6244E-01   3.3756E-01   4.4131E-13   4.8753E-47   2.6477E-97   1.0000E-99   1.0000E-99
   1.6500E+04   6.7510E-01   3.2490E-01   3.1375E-13   1.5309E-47   2.5907E-98   1.0000E-99   1.0000E-99
   1.7000E+04   6.8820E-01   3.1180E-01   2.2066E-13   4.6707E-48   2.4029E-99   1.0000E-99   1.0000E-99
   1.7500E+04   7.0167E-01   2.9833E-01   1.5346E-13   1.3834E-48   1.0000E-99   1.0000E-99   1.0000E-99
   1.8000E+04   7.1549E-01   2.8451E-01   1.0548E-13   3.9734E-49   1.0000E-99   1.0000E-99   1.0000E-99
   1.8500E+04   7.2961E-01   2.7039E-01   7.1635E-14   1.1056E-49   1.0000E-99   1.0000E-99   1.0000E-99
   1.9000E+04   7.4397E-01   2.5603E-01   4.8036E-14   2.9768E-50   1.0000E-99   1.0000E-99   1.0000E-99
   1.9500E+04   7.5851E-01   2.4149E-01   3.1788E-14   7.7457E-51   1.0000E-99   1.0000E-99   1.0000E-99
   2.0000E+04   7.7317E-01   2.2683E-01   2.0747E-14   1.9453E-51   1.0000E-99   1.0000E-99   1.0000E-99
   2.0500E+04   7.8789E-01   2.1211E-01   1.3347E-14   4.7087E-52   1.0000E-99   1.0000E-99   1.0000E-99
   2.1000E+04   8.0259E-01   1.9741E-01   8.4565E-15   1.0969E-52   1.0000E-99   1.0000E-99   1.0000E-99
   2.1500E+04   8.1721E-01   1.8279E-01   5.2728E-15   2.4546E-53   1.0000E-99   1.0000E-99   1.0000E-99
   2.2000E+04   8.3167E-01   1.6833E-01   3.2328E-15   5.2682E-54   1.0000E-99   1.0000E-99   1.0000E-99
   2.2500E+04   8.4589E-01   1.5411E-01   1.9471E-15   1.0822E-54   1.0000E-99   1.0000E-99   1.0000E-99
   2.3000E+04   8.5980E-01   1.4020E-01   1.1507E-15   2.1233E-55   1.0000E-99   1.0000E-99   1.0000E-99
   2.3500E+04   8.7332E-01   1.2668E-01   6.6661E-16   3.9698E-56   1.0000E-99   1.0000E-99   1.0000E-99
   2.4000E+04   8.8638E-01   1.1362E-01   3.7797E-16   7.0537E-57   1.0000E-99   1.0000E-99   1.0000E-99
   2.4500E+04   8.9890E-01   1.0110E-01   2.0949E-16   1.1880E-57   1.0000E-99   1.0000E-99   1.0000E-99
   2.5000E+04   9.1083E-01   8.9174E-02   1.1331E-16   1.8905E-58   1.0000E-99   1.0000E-99   1.0000E-99
   2.5500E+04   9.2208E-01   7.7918E-02   5.9708E-17   2.8336E-59   1.0000E-99   1.0000E-99   1.0000E-99
   2.6000E+04   9.3261E-01   6.7386E-02   3.0590E-17   3.9850E-60   1.0000E-99   1.0000E-99   1.0000E-99
   2.6500E+04   9.4237E-01   5.7630E-02   1.5208E-17   5.2390E-61   1.0000E-99   1.0000E-99   1.0000E-99
   2.7000E+04   9.5131E-01   4.8694E-02   7.3201E-18   6.4122E-62   1.0000E-99   1.0000E-99   1.0000E-99
   2.7500E+04   9.5939E-01   4.0610E-02   3.4039E-18   7.2757E-63   1.0000E-99   1.0000E-99   1.0000E-99
   2.8000E+04   9.6660E-01   3.3397E-02   1.5257E-18   7.6206E-64   1.0000E-99   1.0000E-99   1.0000E-99
   2.8500E+04   9.7294E-01   2.7059E-02   6.5771E-19   7.3367E-65   1.0000E-99   1.0000E-99   1.0000E-99
   2.9000E+04   9.7842E-01   2.1582E-02   2.7216E-19   6.4668E-66   1.0000E-99   1.0000E-99   1.0000E-99
   2.9500E+04   9.8307E-01   1.6935E-02   1.0791E-19   5.1991E-67   1.0000E-99   1.0000E-99   1.0000E-99
   3.0000E+04   9.8693E-01   1.3067E-02   4.0940E-20   3.8004E-68   1.0000E-99   1.0000E-99   1.0000E-99
   3.0500E+04   9.9009E-01   9.9120E-03   1.4847E-20   2.5187E-69   1.0000E-99   1.0000E-99   1.0000E-99
   3.1000E+04   9.9261E-01   7.3911E-03   5.1428E-21   1.5099E-70   1.0000E-99   1.0000E-99   1.0000E-99
   3.1500E+04   9.9458E-01   5.4180E-03   1.7008E-21   8.1704E-72   1.0000E-99   1.0000E-99   1.0000E-99
   3.2000E+04   9.9610E-01   3.9049E-03   5.3679E-22   3.9830E-73   1.0000E-99   1.0000E-99   1.0000E-99
   3.2500E+04   9.9723E-01   2.7676E-03   1.6166E-22   1.7462E-74   1.0000E-99   1.0000E-99   1.0000E-99
   3.3000E+04   9.9807E-01   1.9294E-03   4.6438E-23   6.8701E-76   1.0000E-99   1.0000E-99   1.0000E-99
   3.3500E+04   9.9868E-01   1.3232E-03   1.2720E-23   2.4205E-77   1.0000E-99   1.0000E-99   1.0000E-99
   3.4000E+04   9.9911E-01   8.9280E-04   3.3210E-24   7.6189E-79   1.0000E-99   1.0000E-99   1.0000E-99
   3.4500E+04   9.9941E-01   5.9282E-04   8.2610E-25   2.1373E-80   1.0000E-99   1.0000E-99   1.0000E-99
   3.5000E+04   9.9961E-01   3.8747E-04   1.9574E-25   5.3315E-82   1.0000E-99   1.0000E-99   1.0000E-99
   3.5500E+04   9.9975E-01   2.4938E-04   4.4179E-26   1.1801E-83   1.0000E-99   1.0000E-99   1.0000E-99
   3.6000E+04   9.9984E-01   1.5815E-04   9.5017E-27   2.3142E-85   1.0000E-99   1.0000E-99   1.0000E-99
   3.6500E+04   9.9990E-01   9.8919E-05   1.9493E-27   4.0174E-87   1.0000E-99   1.0000E-99   1.0000E-99
   3.7000E+04   9.9994E-01   6.1107E-05   3.8215E-28   6.1752E-89   1.0000E-99   1.0000E-99   1.0000E-99
   3.7500E+04   9.9996E-01   3.7345E-05   7.1760E-29   8.4127E-91   1.0000E-99   1.0000E-99   1.0000E-99
   3.8000E+04   9.9998E-01   2.2624E-05   1.2944E-29   1.0173E-92   1.0000E-99   1.0000E-99   1.0000E-99
   3.8500E+04   9.9999E-01   1.3612E-05   2.2490E-30   1.0931E-94   1.0000E-99   1.0000E-99   1.0000E-99
   3.9000E+04   9.9999E-01   8.1464E-06   3.7709E-31   1.0434E-96   1.0000E-99   1.0000E-99   1.0000E-99
   3.9500E+04   1.0000E+00   4.8539E-06   6.1044E-32   8.8239E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.0000E+04   1.0000E+00   2.8793E-06   9.5269E-33   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
#TIME: 3.0
#NVEL: 100
#vel_mid[km/s]    si0          si1          si2          si3          si4          si5          si6
   2.0000E+02   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.0000E+02   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   6.0000E+02   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   8.0000E+02   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.0000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.2000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.4000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.6000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   1.8000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.0000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.2000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.4000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.6000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   2.8000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.0000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.2000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.4000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.6000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   3.8000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.0000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.2000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.4000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.6000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   4.8000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   5.0000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   5.2500E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   5.5000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   5.7500E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   6.0000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   6.2500E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   6.5000E+03   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99   1.0000E-99
   6.7500E+03   1.7099E-31   1.0342E-22   3.0072E-14   7.3022E-07   9.9978E-01   2.2036E-04   4.8988E-12
   7.0000E+03   2.4397E-31   1.4460E-22   3.9607E-14   8.7741E-07   9.9991E-01   8.8732E-05   6.3481E-13
   7.2500E+03   3.7662E-31   2.1613E-22   5.4989E-14   1.0871E-06   9.9997E-01   3.2472E-05   6.6555E-14
   7.5000E+03   6.2738E-31   3.4516E-22   8.0573E-14   1.3902E-06   9.9999E-01   1.0686E-05   5.5109E-15
   8.0000E+03   2.2815E-30   1.1136E-21   2.0953E-13   2.5398E-06   1.0000E+00   8.0810E-07   1.7040E-17
   8.5000E+03   1.3704E-29   5.5303E-21   7.6943E-13   5.6361E-06   9.9999E-01   3.4059E-08   1.4499E-20
   9.0000E+03   1.3364E-28   4.2846E-20   4.1104E-12   1.5520E-05   9.9998E-01   6.7696E-10   2.3270E-24
   9.5000E+03   2.3293E-27   5.8077E-19   3.5447E-11   5.6435E-05   9.9994E-01   4.8098E-12   3.7979E-29
   1.0000E+04   8.8115E-26   1.6828E-17   5.7808E-10   2.9644E-04   9.9970E-01   8.9505E-15   3.1725E-35
   1.0500E+04   7.7870E-24   1.1329E-15   1.8715E-08   2.2997E-03   9.9770E-01   4.2522E-18   1.2985E-42
   1.1000E+04   2.6732E-21   2.9131E-13   1.7798E-06   3.2630E-02   9.6737E-01   2.1512E-22   3.9105E-52
   1.1500E+04   1.8276E-18   1.6553E-10   3.0407E-04   5.0299E-01   4.9670E-01   3.0383E-28   8.4108E-65
   1.2000E+04   2.5177E-16   1.8300E-08   8.7143E-03   9.6892E-01   2.2367E-02   1.0781E-35   9.4138E-80
   1.2500E+04   1.7466E-14   9.7871E-07   1.2206E-01   8.7748E-01   4.5562E-04   1.3442E-43   2.5865E-95
   1.3000E+04   2.6467E-13   1.2616E-05   5.6667E-01   4.3330E-01   9.9216E-06   1.7105E-50   1.0000E-99
   1.3500E+04   1.5551E-12   5.7671E-05   9.2467E-01   7.5268E-02   7.8141E-08   9.5886E-58   1.0000E-99
   1.4000E+04   7.5616E-12   1.9017E-04   9.9219E-01   7.6223E-03   3.1626E-10   2.1758E-65   1.0000E-99
   1.4500E+04   3.9252E-11   6.2293E-04   9.9873E-01   6.4395E-04   9.1872E-13   2.0854E-73   1.0000E-99
   1.5000E+04   2.1366E-10   2.0806E-03   9.9787E-01   4.9201E-05   2.1117E-15   8.8499E-82   1.0000E-99
   1.5500E+04   1.1175E-09   6.7556E-03   9.9324E-01   3.7513E-06   4.7884E-18   3.1279E-90   1.0000E-99
   1.6000E+04   6.1135E-09   2.2181E-02   9.7782E-01   2.7499E-07   1.0139E-20   9.7512E-99   1.0000E-99
   1.6500E+04   3.4736E-08   7.2981E-02   9.2702E-01   1.8168E-08   1.7803E-23   1.0000E-99   1.0000E-99
   1.7000E+04   1.6934E-07   2.1054E-01   7.8946E-01   1.0970E-09   2.8901E-26   1.0000E-99   1.0000E-99
   1.7500E+04   5.7339E-07   4.5173E-01   5.4827E-01   6.1751E-11   5.1380E-29   1.0000E-99   1.0000E-99
   1.8000E+04   1.3296E-06   6.9960E-01   3.0040E-01   3.2180E-12   1.0420E-31   1.0000E-99   1.0000E-99
   1.8500E+04   2.4554E-06   8.6459E-01   1.3541E-01   1.5058E-13   2.1557E-34   1.0000E-99   1.0000E-99
   1.9000E+04   4.1134E-06   9.4654E-01   5.3455E-02   6.2502E-15   4.0768E-37   1.0000E-99   1.0000E-99
   1.9500E+04   6.6707E-06   9.8047E-01   1.9521E-02   2.3449E-16   6.8105E-40   1.0000E-99   1.0000E-99
   2.0000E+04   1.0920E-05   9.9337E-01   6.6210E-03   7.4413E-18   8.5393E-43   1.0000E-99   1.0000E-99
   2.0500E+04   1.8556E-05   9.9794E-01   2.0415E-03   1.8043E-19   6.4730E-46   1.0000E-99   1.0000E-99
   2.1000E+04   3.2185E-05   9.9937E-01   5.9849E-04   3.7732E-21   3.7117E-49   1.0000E-99   1.0000E-99
   2.1500E+04   5.6835E-05   9.9978E-01   1.6812E-04   6.9080E-23   1.6456E-52   1.0000E-99   1.0000E-99
   2.2000E+04   1.0319E-04   9.9985E-01   4.4358E-05   1.0402E-24   5.0259E-56   1.0000E-99   1.0000E-99
   2.2500E+04   2.0047E-04   9.9979E-01   1.0140E-05   1.0047E-26   6.5680E-60   1.0000E-99   1.0000E-99
   2.3000E+04   4.2178E-04   9.9958E-01   1.9556E-06   5.7196E-29   3.1065E-64   1.0000E-99   1.0000E-99
   2.3500E+04   8.6457E-04   9.9914E-01   3.8890E-07   3.4760E-31   1.6103E-68   1.0000E-99   1.0000E-99
   2.4000E+04   1.6144E-03   9.9839E-01   9.1014E-08   3.3809E-33   1.9982E-72   1.0000E-99   1.0000E-99
   2.4500E+04   2.7991E-03   9.9720E-01   2.4490E-08   5.0104E-35   5.5575E-76   1.0000E-99   1.0000E-99
   2.5000E+04   5.0116E-03   9.9499E-01   6.1865E-09   6.1651E-37   1.0901E-79   1.0000E-99   1.0000E-99
   2.5500E+04   8.9860E-03   9.9101E-01   1.5787E-09   7.9790E-39   2.3746E-83   1.0000E-99   1.0000E-99
   2.6000E+04   1.5268E-02   9.8473E-01   4.5307E-10   1.5106E-40   1.0865E-86   1.0000E-99   1.0000E-99
   2.6500E+04   2.5008E-02   9.7499E-01   1.3933E-10   3.5779E-42   7.6739E-90   1.0000E-99   1.0000E-99
   2.7000E+04   3.9427E-02   9.6057E-01   4.5570E-11   1.0333E-43   7.9582E-93   1.0000E-99   1.0000E-99
   2.7500E+04   6.0774E-02   9.3923E-01   1.5173E-11   3.1843E-45   9.3668E-96   1.0000E-99   1.0000E-99
   2.8000E+04   8.9246E-02   9.1075E-01   5.3882E-12   1.2045E-46   1.6300E-98   1.0000E-99   1.0000E-99
   2.8500E+04   1.2629E-01   8.7371E-01   1.9763E-12   5.0901E-48   1.0000E-99   1.0000E-99   1.0000E-99
   2.9000E+04   1.7329E-01   8.2671E-01   7.3091E-13   2.2391E-49   1.0000E-99   1.0000E-99   1.0000E-99
   2.9500E+04   2.2660E-01   7.7340E-01   2.8469E-13   1.1676E-50   1.0000E-99   1.0000E-99   1.0000E-99
   3.0000E+04   2.8643E-01   7.1357E-01   1.1247E-13   6.4596E-52   1.0000E-99   1.0000E-99   1.0000E-99
   3.0500E+04   3.5062E-01   6.4938E-01   4.4963E-14   3.7668E-53   1.0000E-99   1.0000E-99   1.0000E-99
   3.1000E+04   4.1580E-01   5.8420E-01   1.8337E-14   2.3658E-54   1.0000E-99   1.0000E-99   1.0000E-99
   3.1500E+04   4.7958E-01   5.2042E-01   7.6225E-15   1.5956E-55   1.0000E-99   1.0000E-99   1.0000E-99
   3.2000E+04   5.4099E-01   4.5901E-01   3.1951E-15   1.1192E-56   1.0000E-99   1.0000E-99   1.0000E-99
   3.2500E+04   5.9908E-01   4.0092E-01   1.3429E-15   8.0314E-58   1.0000E-99   1.0000E-99   1.0000E-99
   3.3000E+04   6.5305E-01   3.4695E-01   5.6437E-16   5.8483E-59   1.0000E-99   1.0000E-99   1.0000E-99
   3.3500E+04   7.0243E-01   2.9757E-01   2.3655E-16   4.2908E-60   1.0000E-99   1.0000E-99   1.0000E-99
   3.4000E+04   7.4705E-01   2.5295E-01   9.8619E-17   3.1496E-61   1.0000E-99   1.0000E-99   1.0000E-99
   3.4500E+04   7.8694E-01   2.1306E-01   4.0767E-17   2.2953E-62   1.0000E-99   1.0000E-99   1.0000E-99
   3.5000E+04   8.2213E-01   1.7787E-01   1.6707E-17   1.6612E-63   1.0000E-99   1.0000E-99   1.0000E-99
   3.5500E+04   8.5260E-01   1.4740E-01   6.8190E-18   1.2102E-64   1.0000E-99   1.0000E-99   1.0000E-99
   3.6000E+04   8.7901E-01   1.2099E-01   2.7484E-18   8.6864E-66   1.0000E-99   1.0000E-99   1.0000E-99
   3.6500E+04   9.0173E-01   9.8273E-02   1.0891E-18   6.0814E-67   1.0000E-99   1.0000E-99   1.0000E-99
   3.7000E+04   9.2111E-01   7.8895E-02   4.2289E-19   4.1231E-68   1.0000E-99   1.0000E-99   1.0000E-99
   3.7500E+04   9.3746E-01   6.2539E-02   1.6034E-19   2.6884E-69   1.0000E-99   1.0000E-99   1.0000E-99
   3.8000E+04   9.5110E-01   4.8896E-02   5.9175E-20   1.6741E-70   1.0000E-99   1.0000E-99   1.0000E-99
   3.8500E+04   9.6233E-01   3.7669E-02   2.1189E-20   9.8893E-72   1.0000E-99   1.0000E-99   1.0000E-99
   3.9000E+04   9.7143E-01   2.8568E-02   7.3387E-21   5.5015E-73   1.0000E-99   1.0000E-99   1.0000E-99
   3.9500E+04   9.7869E-01   2.1307E-02   2.4486E-21   2.8533E-74   1.0000E-99   1.0000E-99   1.0000E-99
